Name, Catalog, GLong, GLat, Size, HII_Name, Group, GLong_Observed, GLat_Observed, VLSR, e_VLSR, FWHM, e_FWHM, Wavelength, Lines, Resolutiom, Telescope, Author, Molecular_Name, Molecular_GLong, Molecular_GLat, Molecular_VLSR, Molecule, Molecular_Author, Maser_VLSR, Maser_VLSR, Near, Far, Tangent, RGal, VT, KDAR, Distance, Azimuth, Z, Distance_Method, Distance_Author, Group_VLSR, Group_Distance, Group_RGal, Group_KDAR, Group_Azimuth, Group_z
G027.160+00.001, Q,       27.1604,    0.00143334,       19.5880, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,       0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.174-00.009, C,       27.1740,   -0.00892639,       33.5280, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,      -0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.177+00.270, Q,       27.1776,      0.270902,       16.4796, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,       0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.177+00.041, K,       27.1779,     0.0419325,       68.5035, G027.181+00.037, ,       27.1810,     0.0370000, 93.2, 0.2, 20.6, 0.6, 3, H87-H93, 1.3, GBT, Anderson et al. (2011), ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       5.57500,       9.55000,       7.56000,       4.36113,       116.142, ,       0.00000,       0.00000,       0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.182-00.083, K,       27.1827,    -0.0828333,       16.8505, G027.190-00.080, ,       27.1860,    -0.0813687, 27.8, 0.2, 22.8, 0.5, 3, H87-H93, 1.3, GBT, Anderson et al. (2015a), G027.186-00.082,       27.1860,    -0.0820000, 25.6, HCO+, Schlingman et al. (2011),       0.00000,       0.00000,       2.11000,       13.0150,       7.56000,       6.69282,       116.126, F,       13.0150,       117.392,      -18.8160, HISA (Mol)/Kin, Urquhart et al. (2012)/Roman-Duval et al. (2009), ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.185-00.156, K,       27.1857,     -0.155484,       42.5000, G027.183-00.151, ,       27.1830,     -0.151000, 27.2, 0.1, 17.2, 0.3, 3, H87-H93, 1.3, GBT, Anderson et al. (2011), ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       2.07000,       13.0500,       7.56000,       6.72550,       116.117, ,       0.00000,       0.00000,      -0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.186-00.083, K,       27.1862,    -0.0821667,       16.8505, G027.190-00.080, ,       27.1860,    -0.0813687, 27.8, 0.2, 22.8, 0.5, 3, H87-H93, 1.3, GBT, Anderson et al. (2015a), G027.186-00.082,       27.1860,    -0.0820000, 25.6, HCO+, Schlingman et al. (2011),       0.00000,       0.00000,       2.11000,       13.0100,       7.56000,       6.69289,       116.115, F,       13.0100,       117.317,      -18.6574, HISA (Mol)/Kin, Urquhart et al. (2012)/Roman-Duval et al. (2009), ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.187-00.080, K,       27.1877,    -0.0797076,       16.8505, G027.190-00.080, ,       27.1860,    -0.0813687, 27.8, 0.2, 22.8, 0.5, 3, H87-H93, 1.3, GBT, Anderson et al. (2015a), G027.186-00.082,       27.1860,    -0.0820000, 25.6, HCO+, Schlingman et al. (2011),       0.00000,       0.00000,       2.11000,       13.0100,       7.56000,       6.69292,       116.111, F,       13.0100,       117.317,      -18.0990, HISA (Mol)/Kin, Urquhart et al. (2012)/Roman-Duval et al. (2009), ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.192-00.136, C,       27.1925,     -0.135637,       19.9655, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,      -0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.210+00.282, K,       27.2105,      0.282335,       42.5000, G027.210+00.28, ,       27.2100,      0.282000, 5.9, 0.3, 25.0, 0.9, 3, H87-H93, 1.3, GBT, Anderson et al. (2015b), ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,      0.420000,       14.7000,       7.56000,       8.12875,       116.038, F,       14.7000,       124.245,       72.4365, HIEA/Kin, Anderson et al. (2015b), ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.223+00.134, Q,       27.2238,      0.134359,       36.8585, , ,       0.00000,       0.00000, , , , , , , , , , G027.2220+00.1361,       27.2221,      0.136125, 112.7, NH3, Urquhart et al. (2011),       0.00000,       0.00000,       6.86000,       8.26000,       7.56000,       3.95070,       115.997, T,       7.56000,       62.7953,       17.7282, TP/Kin (Mol), Urquhart et al. (2012)/Roman-Duval et al. (2009), ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.250+00.161, Q,       27.2505,      0.161048,       46.1940, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,       0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.251-00.156, Q,       27.2518,     -0.155137,       16.5338, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,      -0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.269+00.148, G,       27.2691,      0.148378,       12.8889, , G027.276+00.148,       0.00000,       0.00000, , , , , , , , , , G027.284+00.148,       27.2840,      0.148000, 31.4, HCO+, Schlingman et al. (2011),       0.00000,       0.00000,       2.34000,       12.7700,       7.55500,       6.50896,       115.855, F,       12.7700,       115.971,       33.0702, HISA (Mol)/Kin, Urquhart et al. (2012)/Roman-Duval et al. (2009), 36.3,       12.4650,       6.26752, F,       114.299,       34.8632
G027.279+00.160, K,       27.2792,      0.160250,       50.4365, G027.276+00.148, G027.276+00.148,       27.2760,      0.148000, 36.3, 0.4, 17.5, 0.8, 6, H85;H87;H88, 6, NRAO 140', Lockman (1989), G027.284+00.148,       27.2840,      0.148000, 31.4, HCO+, Schlingman et al. (2011),       0.00000,       0.00000,       2.64500,       12.4650,       7.55500,       6.26752,       115.824, F,       12.4650,       114.299,       34.8632, HIEA/Kin, Jones & Dickey (2012), ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.279+00.143, K,       27.2799,      0.143667,       33.0020, G027.276+00.148, G027.276+00.148,       27.2760,      0.148000, 36.3, 0.4, 17.5, 0.8, 6, H85;H87;H88, 6, NRAO 140', Lockman (1989), G027.284+00.148,       27.2840,      0.148000, 31.4, HCO+, Schlingman et al. (2011),       0.00000,       0.00000,       2.64500,       12.4650,       7.55500,       6.26754,       115.821, F,       12.4650,       114.299,       31.2555, HISA (Mol)/Kin, Urquhart et al. (2012)/Roman-Duval et al. (2009), ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.281-00.132, K,       27.2814,     -0.131893,       245.193, G027.307-00.144, ,       27.3070,     -0.144000, 92.3, 4.1, 32.7, 5.6, 6, H85;H87;H88, 6, NRAO 140', Lockman (1989), ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       5.53000,       9.58000,       7.55500,       4.39067,       115.817, N,       5.53000,       35.2609,      -12.7299, HIEA+HISA/Kin, Anderson & Bania (2009a), ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.288+00.153, G,       27.2880,      0.153043,       12.8889, , G027.276+00.148,       0.00000,       0.00000, , , , , , , , , , G027.284+00.148,       27.2840,      0.148000, 31.4, HCO+, Schlingman et al. (2011),       0.00000,       0.00000,       2.34000,       12.7700,       7.55500,       6.50942,       115.796, ,       0.00000,       0.00000,       0.00000, , , 36.3,       12.4650,       6.26752, F,       114.299,       34.8632
G027.320+00.263, K,       27.3200,      0.263000,       97.5098, G027.320+00.263, ,       27.3200,      0.263000, 28.5, 0.2, 23.5, 0.3, 3, H87-H93, 1.3, GBT, Anderson et al. (2011), ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       2.15000,       12.9550,       7.55000,       6.66329,       115.695, ,       0.00000,       0.00000,       0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.336+00.184, K,       27.3367,      0.184071,       136.396, G027.334+00.176, ,       27.3340,      0.176000, 80.4, 0.1, 17.7, 0.2, 3, H87-H93, 1.3, GBT, Anderson et al. (2011), ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       4.94500,       10.1600,       7.55000,       4.69320,       115.643, ,       0.00000,       0.00000,       0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.339+00.020, Q,       27.3394,     0.0208500,       20.0454, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,       0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.355+00.022, Q,       27.3557,     0.0229414,       42.8583, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,       0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.359+00.060, Q,       27.3598,     0.0601583,       37.5710, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,       0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.366-00.164, K,       27.3660,     -0.164000,       42.5000, G027.366-00.164, ,       27.3660,     -0.164000, 105.5;82.5, 0.6;0.7, 23.0;21.2, 1.2;1.1, 3, H87-H93, 1.3, GBT, Anderson et al. (2011), G027.367-00.166,       27.3670,     -0.166000, 91.2, HCO+, Schlingman et al. (2011),       92.0000,       0.00000,       5.47500,       9.62000,       7.55000,       3.93319,       115.552, ,       8.00000,       69.2220,      -22.8987, Parallax, Xu et al. 2011, ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.443+00.476, C,       27.4431,      0.476719,       156.725, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,       0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.476+00.179, K,       27.4765,      0.179033,       125.418, G027.491+00.189, ,       27.4910,      0.189000, 34.0, 0.8, 22.5, 1.9, 6, H85;H87;H88, 6, NRAO 140', Lockman (1989), G27.49+0.19,       27.4900,      0.190000, 35.7, 13CO, Anderson & Bania (2009b),       0.00000,       0.00000,       2.49500,       12.5850,       7.54000,       6.39096,       115.206, F,       12.5850,       114.635,       39.3246, HIEA/Kin, Jones & Dickey (2012), ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.480-00.146, C,       27.4805,     -0.145207,       381.758, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,      -0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.483+00.132, C,       27.4830,      0.132850,       22.2816, , ,       0.00000,       0.00000, , , , , , , , , , G027.479+00.129,       27.4790,      0.129000, 100.7, HCO+, Schlingman et al. (2011),       0.00000,       0.00000,       6.00000,       9.08500,       7.54000,       4.21437,       115.185, ,       0.00000,       0.00000,       0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.518+00.200, K,       27.5185,      0.200614,       125.418, G027.491+00.189, ,       27.4910,      0.189000, 34.0, 0.8, 22.5, 1.9, 6, H85;H87;H88, 6, NRAO 140', Lockman (1989), G27.49+0.19,       27.4900,      0.190000, 35.7, 13CO, Anderson & Bania (2009b),       0.00000,       0.00000,       2.49500,       12.5800,       7.54000,       6.39209,       115.074, ,       0.00000,       0.00000,       0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.562+00.084, K,       27.5620,     0.0840000,       42.5000, G027.562+00.084, ,       27.5620,     0.0840000, 87.5, 0.1, 22.4, 0.2, 3, H87-H93, 1.3, GBT, Anderson et al. (2011), G027.563+00.081,       27.5630,     0.0810000, 85.1, HCO+, Schlingman et al. (2011),       0.00000,       0.00000,       5.29500,       9.77500,       7.53500,       4.52634,       114.938, F,       9.77500,       92.0949,       14.3309, HIEA/Kin, Anderson et al. (2012), ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.564+00.090, K,       27.5648,     0.0900833,       19.1164, G027.562+00.084, ,       27.5620,     0.0840000, 87.5, 0.1, 22.4, 0.2, 3, H87-H93, 1.3, GBT, Anderson et al. (2011), G027.563+00.081,       27.5630,     0.0810000, 85.1, HCO+, Schlingman et al. (2011),       0.00000,       0.00000,       5.29500,       9.77500,       7.53500,       4.52657,       114.929, F,       9.77500,       92.0933,       15.3687, HIEA/Kin, Anderson et al. (2012), ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.611+00.020, K,       27.6113,     0.0204128,       66.6751, G027.614+00.024, ,       27.6140,     0.0240000, 88.7, 0.2, 25.2, 0.6, 3, H87-H93, 1.3, GBT, Anderson et al. (2011), G027.610+00.025,       27.6100,     0.0250000, 89.7, HCO+, Schlingman et al. (2011),       0.00000,       0.00000,       5.35500,       9.71000,       7.53000,       4.50098,       114.784, F,       9.71000,       91.3295,       3.45939, HIEA/Kin, Anderson et al. (2012), ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.625-00.214, Q,       27.6252,     -0.213254,       55.1727, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,      -0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.639-00.109, C,       27.6394,     -0.108749,       42.5000, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,      -0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.654+00.100, Q,       27.6540,      0.100100,       19.3415, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,       0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.682+00.076, K,       27.6820,     0.0760000,       116.363, G027.682+00.076, ,       27.6820,     0.0760000, 100.2, 0.1, 18.8, 0.2, 3, H87-H93, 1.3, GBT, Anderson et al. (2011), ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       5.98000,       9.07500,       7.52500,       4.24104,       114.563, N,       5.98000,       40.9234,       7.93217, HIEA/Kin, Anderson et al. (2012), ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.720-00.106, C,       27.7204,     -0.105300,       293.344, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,      -0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.754+00.214, Q,       27.7549,      0.214267,       12.4070, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,       0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.756+00.050, Q,       27.7563,     0.0501000,       25.9116, , ,       0.00000,       0.00000, , , , , , , , , , G027.758+00.051,       27.7580,     0.0510000, 99.6, HCO+, Schlingman et al. (2011),       0.00000,       0.00000,       5.95000,       9.09500,       7.52000,       4.25925,       114.331, N,       5.95000,       40.5854,       5.20274, HISA (Mol)/Kin, Urquhart et al. (2012)/Roman-Duval et al. (2009), ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.762+00.217, Q,       27.7625,      0.217183,       9.85492, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,       0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.767+00.205, Q,       27.7670,      0.205433,       26.6094, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,       0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.771+00.047, Q,       27.7719,     0.0472667,       25.9116, , ,       0.00000,       0.00000, , , , , , , , , , G027.758+00.051,       27.7580,     0.0510000, 99.6, HCO+, Schlingman et al. (2011),       0.00000,       0.00000,       5.95000,       9.09000,       7.52000,       4.26075,       114.282, N,       5.95000,       40.5935,       4.90851, HISA (Mol)/Kin, Urquhart et al. (2012)/Roman-Duval et al. (2009), ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.783+00.056, C,       27.7831,     0.0569333,       34.1295, , ,       0.00000,       0.00000, , , , , , , , , , G027.784+00.056,       27.7840,     0.0560000, 101.2, HCO+, Schlingman et al. (2011),       0.00000,       0.00000,       6.05000,       8.99000,       7.52000,       4.22602,       114.247, ,       0.00000,       0.00000,       0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.786-00.275, Q,       27.7862,     -0.274733,       27.6285, , ,       0.00000,       0.00000, , , , , , , , , , G027.795-00.279,       27.7950,     -0.279000, 46.4, HCO+, Schlingman et al. (2011),       0.00000,       0.00000,       3.21000,       11.8300,       7.52000,       5.85460,       114.236, N,       3.21000,       14.8090,      -15.3919, HISA (Mol)/Kin, Urquhart et al. (2012)/Roman-Duval et al. (2009), ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.803-00.187, C,       27.8037,     -0.186249,       69.2539, , ,       0.00000,       0.00000, , , , , , , , , , G027.805-00.183,       27.8050,     -0.183000, 89.2, HCO+, Schlingman et al. (2011),       0.00000,       0.00000,       5.38500,       9.65500,       7.52000,       4.50245,       114.182, ,       0.00000,       0.00000,      -0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.814-00.242, C,       27.8142,     -0.241400,       25.8440, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,      -0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.838+00.074, Q,       27.8381,     0.0745072,       59.9063, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,       0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.856-00.244, C,       27.8565,     -0.243683,       38.7466, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,      -0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.881+00.203, Q,       27.8819,      0.203100,       25.1188, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,       0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.906-00.010, K,       27.9060,   -0.00999999,       42.5000, G027.906-00.010, ,       27.9060,    -0.0100000, 96.4, 0.2, 24.0, 0.4, 3, H87-H93, 1.3, GBT, Anderson et al. (2011), G027.903-00.015,       27.9030,    -0.0150000, 97.6, HCO+, Schlingman et al. (2011),       0.00000,       0.00000,       5.77500,       9.25000,       7.51000,       4.34071,       113.863, ,       0.00000,       0.00000,      -0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.921-00.033, Q,       27.9216,    -0.0324356,       32.2846, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,      -0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.934+00.206, K,       27.9340,      0.206000,       42.5000, G027.934+00.206, ,       27.9340,      0.206000, 50.6, 0.3, 31.9, 0.9, 3, H87-H93, 1.3, GBT, Anderson et al. (2011), G027.935+00.205,       27.9350,      0.205000, 42.7, HCO+, Schlingman et al. (2011),       0.00000,       0.00000,       3.43500,       11.5800,       7.51000,       5.69719,       113.775, N,       3.43500,       16.4062,       12.3501, HISA (Mol)/Kin, Urquhart et al. (2012)/Roman-Duval et al. (2009), ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.961-00.435, Q,       27.9611,     -0.434199,       44.6607, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,      -0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.980-00.460, Q,       27.9800,     -0.460000,       42.8941, , ,       0.00000,       0.00000, , , , , , , , , , G027.969-0.450_+044.8,       27.9691,     -0.450260, 44.9, NH3, Purcell et al. (2012),       0.00000,       0.00000,       3.12000,       11.8900,       7.50500,       5.92825,       113.628, ,       0.00000,       0.00000,      -0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.980+00.080, K,       27.9800,     0.0800000,       60.0000, G027.980+00.080, ,       27.9781,     0.0778253, 76.6, 0.9, 23.0, 1.9, 6, H110, 2.5, GBT, Sewilo et al. (2004), G027.977+0.082_+075.4,       27.9774,     0.0824400, 75.4, NH3, Purcell et al. (2012),       0.00000,       0.00000,       4.75500,       10.2600,       7.50500,       4.84497,       113.632, F,       10.2600,       96.6540,       14.3257, H2CO/Kin, Sewilo et al. (2004), ,       0.00000,       0.00000, ,       0.00000,       0.00000
G027.997+00.317, K,       27.9970,      0.317000,       165.255, G027.997+00.317, ,       27.9970,      0.317000, 92.7, 1.0, 22.7, 2.4, 6, H85;H87;H88, 6, NRAO 140', Lockman  Pisano  & Howard (1996), G28.00+0.32,       28.0000,      0.320000, 98.5, 13CO, Anderson & Bania (2009b),       0.00000,       0.00000,       5.57500,       9.43500,       7.50500,       4.43249,       113.577, F,       9.43500,       87.8113,       52.2007, HIEA+HISA/Kin, Anderson & Bania (2009a), ,       0.00000,       0.00000, ,       0.00000,       0.00000
G028.022-00.043, K,       28.0225,    -0.0422100,       198.499, G028.001-00.031, ,       28.0010,    -0.0310000, 99.9, 1.0, 15.9, 1.4, 6, H85;H87;H88, 6, NRAO 140', Lockman (1989), G28.00-0.03,       28.0000,    -0.0300000, 98.8, 13CO, Anderson & Bania (2009b),       0.00000,       0.00000,       5.98500,       9.02000,       7.50500,       4.27241,       113.499, F,       9.02000,       82.7682,      -6.64507, HIEA+HISA/Kin, Anderson & Bania (2009a), ,       0.00000,       0.00000, ,       0.00000,       0.00000
G028.024-00.162, C,       28.0243,     -0.161798,       161.214, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,      -0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G028.078+00.144, C,       28.0788,      0.144233,       202.798, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,       0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G028.113-00.047, C,       28.1137,    -0.0465600,       116.664, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,      -0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G028.128+00.338, K,       28.1280,      0.338000,       42.5000, G028.128+00.338, G028.128+00.338,       28.1280,      0.338000, 31.8, 0.2, 17.8, 0.5, 3, H87-H93, 1.3, GBT, Anderson et al. (2011), ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       2.33500,       12.6550,       7.49500,       6.53417,       113.169, ,       0.00000,       0.00000,       0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G028.140+00.327, G,       28.1408,      0.327600,       25.4227, , G028.128+00.338,       0.00000,       0.00000, , , , , , , , , , G28.14+0.32 ,       28.1442,      0.321500, 35.2, 13CO, Wienen et al. (2012)/Jackson et al. (2006),       0.00000,       0.00000,       2.55000,       12.4450,       7.49500,       6.36607,       113.129, ,       0.00000,       0.00000,       0.00000, , , 31.8,       0.00000,       6.53417, ,       0.00000,       0.00000
G028.145+00.001, Q,       28.1453,    0.00164279,       32.1395, , ,       0.00000,       0.00000, , , , , , , , , , G028.147-00.006,       28.1470,   -0.00600000, 98.7, HCO+, Schlingman et al. (2011),       0.00000,       0.00000,       5.92500,       9.06500,       7.49500,       4.30592,       113.117, ,       0.00000,       0.00000,       0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G028.146-00.005, Q,       28.1463,   -0.00490001,       21.7845, , ,       0.00000,       0.00000, , , , , , , , , , G028.147-00.006,       28.1470,   -0.00600000, 98.7, HCO+, Schlingman et al. (2011),       0.00000,       0.00000,       5.92500,       9.06500,       7.49500,       4.30602,       113.113, ,       0.00000,       0.00000,      -0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G028.146+00.146, K,       28.1469,      0.146897,       146.405, G028.146+00.146, ,       28.1460,      0.146000, 89.2, 2.2, 40.3, 5.4, 6, H85;H87;H88, 6, NRAO 140', Lockman  Pisano  & Howard (1996), G28.15+0.15,       28.1500,      0.150000, 89.6, 13CO, Anderson & Bania (2009b),       0.00000,       0.00000,       5.39500,       9.59500,       7.49500,       4.52627,       113.111, N,       5.39500,       34.2132,       13.8319, HIEA+HISA/Kin, Anderson & Bania (2009a), ,       0.00000,       0.00000, ,       0.00000,       0.00000
G028.156-00.031, Q,       28.1560,    -0.0308764,       35.6307, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,      -0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
G028.159-00.047, Q,       28.1592,    -0.0465600,       32.2846, , ,       0.00000,       0.00000, , , , , , , , , , ,       0.00000,       0.00000, , , ,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000,       0.00000, ,       0.00000,       0.00000,      -0.00000, , , ,       0.00000,       0.00000, ,       0.00000,       0.00000
